Nombre,Descripcion_del_producto,Precio
Longaniza roja fresca,Bandeja 270 g aprox.,"2,03 €"
Longaniza fresca de pollo,Bandeja 550 g aprox.,"3,91 €"
Butifarra fresca,Bandeja 640 g aprox.,"3,68 €"
Mini salchichon ibérico extra La Hacienda del ibérico,Pieza 200 g,"2,65 €"
Chorizo oreado,Bandeja 360 g aprox.,"2,57 €"
Longaniza fresca sin tripa,Bandeja 560 g,"3,30 €"
Longaniza fresca estilo criollo,Bandeja 380 g aprox.,"3,17 €"
Taquitos de chorizo extra Revilla,2 paquetes x 100 g,"2,55 €"
Pepperoni en lonchas Hacendado,Paquete 75 g,"1,60 €"
Bacon Hacendado cintas,2 paquetes x 125 g,"2,30 €"
Bacon ahumado Monells lonchas,Paquete 210 g,"2,20 €"
Salchichas cocidas Hacendado de pollo y pavo sabor ahumado,2 paquetes x 200 g,"1,30 €"
Salchichas cocidas estilo Frankfurt Campofrio sabor ahumado,4 paquetes x 140 g,"2,45 €"
Salchichas cocidas bocata Hacendado,2 paquetes x 175 g,"1,70 €"
Bacon Oscar Mayer lonchas,Paquete 150 g,"2,29 €"
Chorizo de pavo extra Hacendado lonchas,"4 paquetes x 37,5 g","2,80 €"
Pechuga 92% pavo Hacendado lonchas,Paquete 200 g,"2,75 €"
Salchichon extra Hacendado lonchas,4 paquetes x 45 g,"2,27 €"
Jamon cocido extra Hacendado finas lonchas,2 paquetes x 225 g,"3,45 €"
Lomo de pavo Hacendado lonchas,"4 paquetes x 31,25 g","3,20 €"
Chorizo picante extra Hacendado lonchas,4 paquetes x 60 g,"2,50 €"
Mini chorizo ibérico extra La Hacienda del ibérico,Pieza 200 g,"2,65 €"
Chorizo de Tarancon Bricio,1 ud.,"3,20 €"
Chorizo sarta extra ahumado De Leon,Pieza 350 g,"4,30 €"
Salchichon cular ibérico extra La Hacienda del ibérico,Pieza 500 g aprox.,"9,50 €"
Salchichas cocidas bocata Hacendado de pollo y pavo sabor ahumado,2 paquetes x 200 g,"1,90 €"
Panceta curada sin corteza La Selva lonchas,Paquete 200 g,"2,55 €"
Salchichas cocidas Frankfurt La Selva,Tarro 460 g (280 g escurrido),"2,25 €"
Salchichas cocidas bocata queso Hacendado,2 paquetes x 175 g,"1,95 €"
Panceta salada ibérica La Hacienda del ibérico,Paquete 360 g aprox.,"3,24 €"
Salchichas cocidas de pollo Hacendado,2 paquetes x 250 g,"1,75 €"
Bacon ahumado sin corteza Monells,Pieza 310 g aprox.,"3,02 €"
Bacon adobado curado La Alegria,Paquete 150 g,"2,45 €"
Bacon adobado La Alegria curado,Pieza 270 g aprox.,"3,06 €"
Panceta oreada,Paquete 265 g aprox.,"3,31 €"
Lomo Hacendado,Pieza 400 g aprox.,"7,00 €"
Chorizo cular ibérico extra La Hacienda del ibérico,Pieza 500 g aprox.,"9,50 €"
Caña de lomo cebo ibérico La Hacienda del ibérico,Pieza 500 g aprox.,"21,50 €"
Lomo de bellota 100% ibérico cortado a maquina,Paquete 90 g aprox.,"5,85 €"
Salchichon cular ibérico extra La Hacienda del ibérico,Pieza 820 g aprox.,"15,58 €"
Chorizo cular ibérico extra La Hacienda del ibérico,Pieza 980 g aprox.,"18,62 €"
Salchichon de bellota ibérico La Hacienda del Ibérico,Pieza 1 kg aprox.,"27,00 €"
Caña de lomo cebo ibérico La Hacienda del ibérico,"Pieza 1,6 kg aprox.","68,80 €"
Pechuga de pavo bajo en sal Hacendado finas lonchas,2 paquetes x 200 g,"3,90 €"
Jamon cocido Hacendado lonchas,Paquete 200 g,"2,35 €"
Pechuga de pavo Hacendado finas lonchas,2 paquetes x 200 g,"3,90 €"
Fiambre de pechuga de pavo adobada,Bandeja 370 g,"3,51 €"
Chorizo de bellota ibérico cular Covap,Pieza 1 kg aprox.,"27,00 €"
Lomo de bellota 100% ibérico La Hacienda del Ibérico,"Pieza 1,09 kg aprox.","56,68 €"
Maxi york Hacendado finas lonchas,Paquete 500 g,"2,40 €"
Jamon cocido extra Hacendado lonchas,Paquete 200 g,"2,05 €"
Jamon cocido extra Hacendado finas lonchas,Paquete 200 g,"2,00 €"
Pechuga de pavo Noel lonchas muy finas,Paquete 200 g,"2,35 €"
Lacon cortado a mano Noel,Paquete 250 g,"3,35 €"
Pechuga de pavo finas lonchas Hacendado,Paquete 200 g,"2,20 €"
Jamon de pavo Hacendado finas lonchas,Paquete 225 g,"1,85 €"
Maxi pavo Hacendado finas lonchas,Paquete 400 g,"2,95 €"
Jamon de pavo Hacendado,Pieza 500 g,"2,70 €"
Jamon cocido extra Noel lonchas,Paquete 200 g,"2,25 €"
Pechuga de pavo bajo en sal Hacendado finas lonchas,Paquete 225 g,"2,40 €"
Lomo asado La Carloteña lonchas,Paquete 125 g,"2,60 €"
Jamon cocido extra sandwich Hacendado lonchas,Paquete 250 g,"2,05 €"
Pechuga de pavo al horno de leña Campofrio lonchas,Paquete 125 g,"1,80 €"
Jamon cocido Noel lonchas,Paquete 120 g,"2,30 €"
Jamon cocido braseado Noel lonchas,Paquete 200 g,"2,25 €"
Jamon cocido jugoso Hacendado,Paquete 225 g,"1,80 €"
Fiambre magro sandwich Hacendado lonchas,Paquete 300 g,"1,85 €"
Maxi lomo Hacendado finas lonchas,Paquete 400 g,"2,60 €"
Lacon al horno Noel lonchas,Paquete 200 g,"2,15 €"
Maxi york Hacendado,Pieza 2 kg,"6,24 €"
Mortadela Hacendado lonchas,Paquete 250 g,"1,25 €"
Mortadela con aceitunas Hacendado lonchas,Paquete 250 g,"1,25 €"
Mortadela italiana Hacendado finas lonchas,Paquete 150 g,"1,75 €"
Mortadela de pavo Hacendado finas lonchas,Paquete 200 g,"1,50 €"
Chopped cocido en lata Hacendado finas lonchas,Paquete 150 g,"1,71 €"
Mortadela de pavo con aceitunas Hacendado finas lonchas,Paquete 200 g,"1,50 €"
Galantina con pistacho y trufa Hacendado finas lonchas,Paquete 150 g,"1,80 €"
Mortadela Hacendado,Pieza 900 g,"3,60 €"
Chopped Hacendado,Pieza 500 g,"2,25 €"
Jamon serrano Incarlopsa lonchas extrafinas,Paquete 120 g,"2,35 €"
Jamon serrano cortado a maquina,Paquete 180 g aprox.,"4,14 €"
Jamon serrano gran reserva Costa Brava sin aditivos lonchas,Paquete 90 g,"2,30 €"
Jamon serrano lonchas Incarlopsa,Paquete 240 g,"3,95 €"
Jamon serrano medias lonchas Jamcal,2 paquetes x 120 g,"3,95 €"
Jamon de Trevélez lonchas extra finas Antonio ÌÅlvarez,Paquete 120 g,"3,50 €"
Jamon serrano reserva cortado a tapas,Paquete 90 g aprox.,"3,60 €"
Mini taquitos de jamon Incarlopsa,2 paquetes x 90 g,"2,55 €"
Jamon cebo ibérico cortado a maquina,Paquete 180 g aprox.,"9,54 €"
Jamon de cebo ibérico 50% raza ibérica La Hacienda del Ibérico,Paquete 100 g,"4,90 €"
Paleta curada lonchas Paletas Marpa,Paquete 120 g,"2,20 €"
Jamon bellota ibérico cortado a tapas,Paquete 90 g aprox.,"12,60 €"
Jamon cebo ibérico cortado a tapas,Paquete 90 g aprox.,"7,02 €"
Jamon de Teruel El Ontanar lonchas,Paquete 120 g,"3,55 €"
Taquitos de jamon Incarlopsa,2 paquetes x 100 g,"2,55 €"
Jamon serrano Incarlopsa,"Pieza 7,1 kg aprox.","65,00 €"
Puntas de jamon curado Incarlopsa,Paquete 4 ud. (250 g aprox.),"2,13 €"
Jamon bellota ibérico 100% cortado a tapas,Paquete 90 g aprox.,"14,85 €"
Taco jamon curado,Pieza 220 g aprox.,"3,74 €"
Paleta de cebo ibérica La Hacienda del Ibérico,Pieza 5 kg aprox.,"62,00 €"
Jamon de cebo ibérico La Hacienda del Ibérico,"Pieza 8,5 kg aprox.","144,50 €"
Jamon de bellota ibérico 100% Campo Extremadura,Pieza 7 kg aprox.,"392,00 €"
Jamon de bellota ibérico 50% La Hacienda del Ibérico,Pieza 9 kg aprox.,"414,00 €"
Mousse de pato Hacendado,Bandeja 100 g,"1,90 €"
Patéde atun Hacendado,3 latas x 80 g,"2,00 €"
Patéde salmon Hacendado,Tarro 160 g,"1,10 €"
Queso lonchas cremoso light de vaca Hacendado,Paquete 300 g,"3,00 €"
Queso lonchas cremoso de vaca Hacendado,Paquete 300 g,"3,00 €"
Queso lonchas tierno mezcla Entrepinares,Paquete 250 g aprox.,"2,35 €"
Queso rallado 4 quesos Hacendado,Paquete 180 g,"1,83 €"
Queso lonchas gouda de vaca Hacendado,Paquete 300 g,"2,45 €"
Queso en polvo especial pasta mezcla Hacendado,Paquete 150 g,"1,35 €"
Queso en polvo grana padano Hacendado,Paquete 100 g,"1,80 €"
Queso rallado emmental gratinar Hacendado,Paquete 200 g,"1,73 €"
Queso lonchas fundido suave mezcla Hacendado,Paquete 555 g,"2,45 €"
Queso rallado especial fundir mezcla Hacendado,Paquete 400 g,"2,40 €"
Queso lonchas de cabra Hacendado,Paquete 220 g aprox.,"3,21 €"
Queso lonchas semicurado mezcla Entrepinares,Paquete 210 g aprox.,"2,46 €"
Patéde jamon Hacendado,Tarro 160 g,"1,10 €"
Queso lonchas fundido sandwich mezcla Hacendado,Paquete 200 g,"1,35 €"
Queso lonchas edam de vaca Holland Corona,Paquete 300 g,"2,35 €"
Queso lonchas mozzarella de vaca Hacendado,Paquete 200 g,"1,78 €"
Queso en porciones Hacendado,Caja 24 quesitos (375 g),"2,21 €"
Queso en porciones light Hacendado,Caja 16 quesitos (250 g),"1,68 €"
Queso en porciones mini Babybel,Malla 8 quesitos (160 g),"3,80 €"
Queso rallado especial fundir mezcla Hacendado,Paquete 200 g,"1,35 €"
Queso rallado sin lactosa de vaca Hacendado,Paquete 150 g,"1,75 €"
Queso lonchas sin lactosa de vaca Hacendado,Paquete 200 g,"2,60 €"
Queso lonchas tierno de vaca Entrepinares,Paquete 300 g,"2,55 €"
Queso provolone de vaca Hacendado,Paquete 200 g,"2,60 €"
Queso lonchas de oveja Entrepinares,Paquete 210 g aprox.,"2,98 €"
Queso lonchas cheddar de vaca Hacendado,Paquete 200 g,"2,05 €"
Queso lonchas emmental de vaca Hacendado,Paquete 200 g,"2,25 €"
Patéde pollo asado Hacendado,Tarro 160 g,"1,10 €"
Bloc foie gras de pato Hacendado,Paquete 100 g,"5,25 €"
Queso lonchas fundido burger mezcla Hacendado,Paquete 300 g,"1,95 €"
Queso fundido con palitos La vaca que rie,Caja 4 tarrinas (140 g),"2,59 €"
Queso lonchas curado de vaca Hacendado Flamengo,Paquete 200 g,"1,83 €"
Patéde anchoa Hacendado,Tarro 160 g,"1,65 €"
Foie gras entero de pato Hacendado,Paquete 100 g,"8,30 €"
Sobrasada selecta L'Illa especialidades,Tarrina 250 g,"2,20 €"
Sobrasada ibérica L'Illa especialidades,Tarrina 250 g,"2,50 €"
Mozzarella fresca de vaca Hacendado,Paquete 250 g (125 g escurrido),"0,97 €"
Queso feta mezcla Hacendado en dados,Tarrina 370 g (150 g escurrido),"2,40 €"
Queso fresco cottage semidesnatado de vaca Hacendado,Tarrina 200 g,"1,27 €"
Queso untar suave de vaca Hacendado,Tarrina 300 g,"1,50 €"
Queso viejo tostado mezcla Hacendado,Pieza 395 g aprox.,"5,59 €"
Queso semicurado mezcla Hacendado cortado en cuñitas,Pieza 340 g aprox.,"4,67 €"
Burrata fresca Hacendado,Tarrina 250 g (150 g escurrido),"2,28 €"
Mozzarella fresca de vaca Hacendado en perlas,Tarrina 300 g (150 g escurrido),"1,93 €"
Queso fresco Burgos natural Hacendado,"4 tarrinas x 62,5 g","1,09 €"
Queso untar light de vaca Hacendado,Tarrina 300 g,"1,50 €"
Queso rulo de cabra Hacendado,Paquete 200 g,"2,35 €"
Queso fresco de cabra Hacendado,Tarrina 250 g,"2,70 €"
Queso brie marcillat de vaca Plaisir de Roy,Pieza 200 g,"1,75 €"
Queso fresco batido desnatado 0% m.g Hacendado,Tarrina 500 g,"1,01 €"
Queso roquefort  de oveja Hacendado,Pieza 100 g,"1,90 €"
Queso untar original Philadelphia,Tarrina 270 g,"2,85 €"
Mozzarella fresca light de vaca Hacendado,Paquete 250 g (125 g escurrido),"1,02 €"
Queso fresco Burgos desnatado 0% m.g Hacendado,"4 tarrinas x 62,5 g","1,09 €"
Queso fresco Burgos natural Hacendado,2 tarrinas x 250 g,"1,98 €"
Queso fresco de vaca Hacendado,Tarrina 250 g,"1,66 €"
Queso untar light Philadelphia,Tarrina 270 g,"2,85 €"
Crema de queso camembert Hacendado,Tarrina 150 g,"1,80 €"
Queso grana padano Zanetti,Pieza 230 g aprox.,"3,78 €"
Queso gorgonzola de vaca Hacendado,Pieza 170 g aprox.,"2,13 €"
Crema de queso viejo tostado mezcla Hacendado,Tarrina 150 g,"1,74 €"
Mozzarella fresca di bufala campana Hacendado,Tarrina 280 g (125 g escurrido),"1,85 €"
Queso ricotta mezcla Hacendado,Tarrina 200 g,"1,80 €"
Queso azul de vaca Hacendado,Pieza 180 g,"2,45 €"
Queso fresco de vaca Burgo de Arias,3 tarrinas x 72 g,"3,20 €"
Queso fresco para ensaladas de vaca Hacendado en dados,Tarrina 200 g,"2,03 €"
Requeson mezcla Hacendado,Tarrina 200 g,"1,00 €"
Queso fresco Burgos sin lactosa Hacendado,"4 tarrinas x 62,5 g","1,83 €"
Queso fresco mascarpone de vaca Hacendado,Tarrina 250 g,"2,55 €"
Queso camembert de vaca Marcillat,Caja 240 g,"2,00 €"
Queso untar sin lactosa de vaca Hacendado,Tarrina 200 g,"1,90 €"
Queso rulo con piña y almendra Liptana,Bandeja 100 g,"1,50 €"
Queso fresco light de vaca Hacendado,Tarrina 250 g,"2,20 €"
Queso de cabra Montesinos,2 tarrinas x 100 g,"3,12 €"
Queso untar de vaca con finas hierbas Hacendado,Tarrina 200 g,"1,80 €"
Queso curado mezcla Hacendado cortado en cuñitas,Pieza 330 g aprox.,"4,93 €"
Crema de queso Tex-Mex Hacendado,Tarrina 150 g,"1,60 €"
Queso untar con queso azul de vaca Hacendado,Tarrina 200 g,"1,90 €"
Queso fresco Villalon mezcla Hacendado,Tarrina 250 g,"2,39 €"
Queso fresco 0% m.g de vaca Burgo de Arias,3 tarrinas x 72 g,"3,20 €"
Mousse de queso de vaca con ajo y finas hierbas Hacendado,Tarrina 150 g,"1,55 €"
Queso precortado de cabra Hacendado,Paquete 200 g,"2,55 €"
Queso semicurado mezcla Hacendado,Pieza 420 g aprox.,"4,22 €"
Queso curado y cheddar Hacendado en dados,Paquete 125 g,"1,15 €"
Queso tierno de vaca Hacendado cortado en cuñitas,Pieza 320 g aprox.,"2,60 €"
Queso tierno mezcla Hacendado,Pieza 350 g aprox.,"3,21 €"
Queso curado mezcla Hacendado,Pieza 410 g aprox.,"4,76 €"
Queso emmental de vaca Hacendado,Pieza 350 g,"3,15 €"
Queso curado mezcla con trufa Hacendado,Pieza 200 g aprox.,"4,47 €"
Queso curado cheddar Hacendado,Pieza 300 g,"3,30 €"
Queso tierno mezcla Hacendado cortado en cuñitas,Pieza 325 g aprox.,"4,02 €"
Queso semicurado de cabra Hacendado,Pieza 390 g aprox.,"5,68 €"
Queso viejo de oveja Hacendado,Pieza 380 g aprox.,"5,40 €"
Queso viejo ahumado de oveja Hacendado,Pieza 330 g aprox.,"5,90 €"
Queso grana padano Hacendado en escamas,Bote 100 g,"2,75 €"
Queso añejo fuerte de oveja Hacendado,Pieza 330 g aprox.,"6,04 €"
Queso Arzua-Ulloa de vaca Punteiro,Pieza 780 g aprox.,"7,11 €"
Queso semicurado de oveja Hacendado,Pieza 280 g aprox.,"3,90 €"
Queso tierno gouda de vaca Holland,Pieza 450 g,"3,70 €"
Queso tierno de cabra Hacendado,Pieza 350 g aprox.,"4,73 €"
Queso semicurado mezcla Hacendado,"Pieza 1,54 kg aprox.","14,49 €"
Tabla de quesos nacionales Hacendado,Bandeja 240 g,"5,00 €"
Queso viejo intenso mezcla Hacendado,Pieza 330 g aprox.,"4,74 €"
Queso tierno bajo en sal mezcla Hacendado,Pieza 350 g aprox.,"3,80 €"
Queso añejo tostado mezcla Hacendado,Pieza 370 g aprox.,"6,19 €"
Queso semicurado sin lactosa mezcla Hacendado,Pieza 430 g aprox.,"5,63 €"
Queso viejo cremoso de oveja Hacendado,Pieza 300 g aprox.,"5,29 €"
Queso tierno mezcla Hacendado,"Pieza 1,22 kg aprox.","10,54 €"
Queso viejo tostado mezcla Hacendado,"Pieza 1,64 kg aprox.","22,01 €"
Queso añejo ibérico mezcla Hacendado cortado en cuñitas,Pieza 320 g aprox.,"6,08 €"
Queso tierno maasdam de vaca Holland Corona,Pieza 400 g,"3,62 €"
Queso tierno bola edam de vaca Holland Corona,Pieza 455 g,"4,08 €"
Queso semicurado mezcla Hacendado,"Pieza 1,08 kg aprox.","10,79 €"
Queso curado DOP manchego de oveja Hacendado,Pieza 350 g aprox.,"7,76 €"
Queso añejo seco de oveja Hacendado,Pieza 230 g aprox.,"4,01 €"
Queso curado mezcla madurado en madera Hacendado,Pieza 315 g aprox.,"4,70 €"
Queso tierno tronchon mezcla Hacendado,Pieza 260 g aprox.,"3,11 €"
Queso viejo gouda Hacendado,Pieza 250 g,"3,91 €"
Snack de queso madurado de vaca Hacendado,Paquete 10 ud. (200 g),"2,85 €"
Queso añejo picante mezcla Hacendado,Pieza 370 g aprox.,"6,56 €"
Queso viejo de oveja Hacendado,"Pieza 1,54 kg aprox.","20,10 €"
Queso curado mezcla Hacendado,"Pieza 1,63 kg aprox.","18,06 €"
Queso curado mezcla Hacendado,"Pieza 1,03 kg aprox.","11,67 €"
Queso madurado de cabra con pimenton de la Vera Villa Noble,Pieza 410 g aprox.,"6,44 €"
Helado mini surtido Hacendado,Caja 12 ud. (684 ml),"3,40 €"
Helado mini cucurucho nata Hacendado,Caja 12 ud. (444 ml),"3,30 €"
Helado mini sandwich vainilla y cookie Hacendado,Caja 6 ud. (510 ml),"2,95 €"
Helado sandwich de nata Hacendado,Caja 8 ud. (800 ml),"2,20 €"
Helado mini sandwich nata Hacendado,Caja 6 ud. (480 ml),"2,55 €"
Helado almendrado Hacendado,Caja 6 ud. (720 ml),"3,30 €"
Helado mini bombon almendrado Hacendado,Caja 8 ud. (480 ml),"3,00 €"
Cubos de hielo,Paquete 2 kg,"0,90 €"
Cubos de hielo,5 paquetes x 2 kg,"4,50 €"
Hielo cocktail,Paquete 2 kg,"1,30 €"
Granizado de limon Hacendado,6 ud. x 200 ml,"2,60 €"
Flash popitos Hacendado,Paquete 15 ud. (1 L),"1,50 €"
Helado de horchata Hacendado,Caja 10 ud. (750 ml),"2,30 €"
Helado fresa Hacendado,Caja 6 ud. (660 ml),"2,60 €"
Helado cucurucho choco nata Hacendado,Caja 6 ud. (720 ml),"2,45 €"
Helado mini bombon Hacendado sin azucares añadidos,Caja 8 ud. (456 ml),"3,00 €"
Helado cucurucho Hacendado de nata,Caja 6 ud. (720 ml),"2,45 €"
Helado mini nocciola Hacendado,Caja 8 ud. (480 ml),"3,25 €"
Helado caramelo con salsa de caramelo salado y trozos de caramelo Hacendado,Bote 500 ml,"3,25 €"
Helado cucurucho de vainilla Hacendado,Caja 6 ud. (720 ml),"2,45 €"
Helado tarta de queso Hacendado con fresas,Bote 500 ml,"3,15 €"
Helado sandwich super nata Hacendado,Caja 6 ud. (870 ml),"3,30 €"
Helado de vainilla Hacendado,Tarrina 1 L,"2,40 €"
Helado turron Hacendado,Bote 500 ml,"3,00 €"
Helado negro Hacendado,Caja 6 ud. (720 ml),"3,40 €"
Helado vainilla y nueces de macadamia Hacendado,Bote 500 ml,"3,15 €"
Helado vainilla pralinécon nueces pecan Hacendado,Tarrina 950 ml,"3,50 €"
Medios cocos helados Hacendado,Caja 2 ud. (350 ml),"2,45 €"
Helado vegetal mini a base de anacardo con crema de pistacho Hacendado,Caja 4 ud. (326 ml),"3,30 €"
Helado Mochi mango Hacendado,Caja 6 ud. (216 ml),"2,90 €"
Helado capuccino Hacendado,Tarrina 950 ml,"3,50 €"
Sorbete con limon Hacendado,Tarrina 1 L,"2,35 €"
Helado nata Hacendado,Bote 500 ml,"2,25 €"
Helado Mochi coco Hacendado,Caja 6 ud. (216 ml),"2,90 €"
Ajo negro dientes pelados,Tarrina 85 g,"4,45 €"
Fingers de queso Hacendado ultracongelados,Paquete 300 g,"2,40 €"
Tequeños de queso Hacendado ultracongelados,Caja 480 g,"4,80 €"
Rollitos primavera Hacendado ultracongelados,Caja 6 ud. (300 g),"1,60 €"
Calabacin verde,Pieza 450 g aprox.,"0,79 €"
Salteado de verduras Hacendado ultracongelado,Paquete 600 g,"1,51 €"
Pepino,Pieza 190 g aprox.,"0,36 €"
Salteado de verduras asadas Hacendado ultracongeladas,Paquete 400 g,"1,70 €"
Pimiento verde freir,Pieza 100 g aprox.,"0,27 €"
Pimiento rojo,Pieza 400 g aprox.,"1,16 €"
Crepes Hacendado ultracongelados,Caja 8 ud. (400 g),"2,45 €"
Parrillada de verduras Hacendado ultracongeladas,Paquete 400 g,"1,55 €"
Floretas de brocoli para microondas,Paquete 230 g,"1,58 €"
Patata,Pieza 260 g aprox.,"0,55 €"
"Coliflor, brocoli y zanahoria Hacendado ultracongelada",Paquete 1 kg,"2,00 €"
Pimiento rojo y verde Hacendado ultracongelado,Paquete 450 g,"1,30 €"
Medio repollo liso,1/2 Pieza 750 g aprox.,"1,59 €"
Patata para microondas,Paquete 400 g,"1,51 €"
Cebolla troceada Hacendado ultracongelada,Paquete 450 g,"1,04 €"
Migas de coliflor Hacendado ultracongeladas,Paquete 450 g,"1,55 €"
Coliflor,"Pieza 1,19 kg aprox.","2,38 €"
Alcachofa,Pieza 160 g aprox.,"0,40 €"
Menestra de verduras Hacendado ultracongelada,Paquete 1 kg,"1,83 €"
Zanahoria rallada base para ensalada,Paquete 150 g,"0,94 €"
Palitos de zanahoria,Tarrina 180 g,"2,07 €"
Alcachofa baby Hacendado ultracongelada,Paquete 300 g,"3,05 €"
Pimiento verde,Pieza 390 g aprox.,"1,09 €"
Alcachofa troceada Hacendado ultracongelada,Paquete 400 g,"2,65 €"
Salteado de setas Hacendado ultracongeladas,Paquete 450 g,"1,61 €"
Calabacin blanco,Pieza 330 g aprox.,"0,69 €"
Ajo tierno Hacendado ultracongelado,Paquete 300 g,"2,05 €"
Brocoli Hacendado ultracongelado,Paquete 1 kg (900 g escurrido),"2,10 €"
Espinaca en porciones Hacendado ultracongelada,Paquete 2 porciones (450 g),"1,00 €"
Espinacas a la crema Hacendado ultracongeladas,Paquete 450 g,"2,20 €"
Col lombarda,"Pieza 1,29 kg aprox.","2,61 €"
Judia verde redonda Hacendado ultracongelada,Paquete 1 kg,"1,60 €"
Ajo troceado Hacendado ultracongelado,Paquete 150 g,"1,04 €"
Medio repollo rizado,1/2 Pieza 796 g aprox.,"1,73 €"
Crema de calabaza y zanahoria Hacendado,Bol 350 g,"1,70 €"
Judia verde plana Hacendado ultracongelada,Paquete 1 kg,"1,60 €"
Coliflor Hacendado ultracongelada,Paquete 1 kg,"2,13 €"
Pepino holandés,Pieza 425 g aprox.,"1,04 €"
Mejillones de Chile en escabeche Hacendado pequeños,2 latas x 106 g,"2,60 €"
Berberechos al natural S Hacendado,Lata 111 g (63 g escurrido),"2,80 €"
Mejillones en escabeche Hacendado medianos,Lata 111 g (69 g escurrido),"2,50 €"
