Nombre,Descripcion_del_producto,Precio,off_product_name,off_barcode,off_brands,off_quantity,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,processed_at,Cantidad_real,Unidad_medida
Burger de cerdo,Bandeja 6 ud. (540 g),2.9,Burger de vacuno y cerdo,8436021411273,mercadona,6 x 90 g,d,unknown,4.0,"BURGER MEAT VACUNO CERD0. Preparado de carne. : (arne de vacuno 419%, carne de cerdo 40%, aqua, proteina de soja, vegetales (arroz), sal, fibras veqetales, aroma, especias. Conservador (E-21) (sulfto), antioxidantes (E-301 y B31)y colorante (E-120). Cocinar a fuego lento completamente antes de su consumo. Tiempo: aproximadamente 3 minutos por cada lado. Conservar de 0°Ca4°C. Envasado en atmósfera protectora. Una vez abierto el envase consumir en 48 horas. Peso neto total: 8'436021411273&quot; INFORMACIÓN NUTRICIONAL Valores medios Valor energetico Grasas Hidratos de carbono Sal de las cuales saturadas Proteínas por 100g 918kJ/221 kcal de los cuales azúcares 540g (6:90g) À 16g 7,1g 15g 08q 177g NEOLTERRANEAN FOODs Fabricado por: FRESCOSYELABORADOS DELUISANO SALU. Plhd. Castil, (N:2sn. 4630 Cheste|lalenca) (10.1689 2q AN CoSTa Brava WWW.mercadona.es 900500 103",219.0,16.0,7.1,1.5,0.8,,17.7,2.0,0.8,2025-05-14T01:24:55.765424,540.0,g
Mini burgers de vacuno y cerdo,Bandeja 8 ud. (280 g),2.65,Mini burger de vacuno y cerdo,8436021411372,Mercadona,200 g,d,unknown,,,221.0,16.0,7.1,1.5,0.8,,17.7,2.0,0.8,2025-05-14T01:23:13.490243,280.0,g
Burger de vacuno gruesas,Bandeja 2 ud. (360 g),4.4,Burger gruesa de vacuno y cerdo,8436021411426,mercadona,360 g,d,unknown,4.0,"preparado de carne de. Ingredientes: carne de vacuno 41%, carne de cerdo 40%, agua, proteína de _soja_, vegetales (arroz), sal, fibras vegetales, aroma, especias, conservador (E-221) (_sulfito_), antioxidantes (E-301 y E-331) y comorante (E-120)",221.0,16.0,7.1,1.5,0.8,,17.7,2.0,0.8,2025-05-14T01:26:56.653293,360.0,g
Salchichas cocidas de cerdo estilo Bratwurst Hacendado,2 paquetes x 175 g,2.35,Salchichas cocidas de cerdo Estilo Bratwurst,8480000058157,Hacendado,350 g,d,f,4.0,"Came de cerdo (75%), agua, sal, dextrosa, especias, estabilizante (E-450), extractos de especias y proteína vegetal hidrolizada. Conservar refrigerado entre 0°C y 5°C.",289.0,25.0,10.0,2.4,0.5,7.0,13.0,2.0,0.8,2025-05-14T01:23:19.984953,175.0,g
Cuquitos sabor queso Hacendado,Paquete 100 g,0.75,Cuquitos,8480000336422,Hacendado,100g,d,unknown,4.0,"Farinha de milho, óleo de girassol, preparado com sabor a queijo (soro de leite em pó, sal, potenciadores de sabor (E621, E627), queijo em pó, açúcar, glicose, maltodextrina, corantes (E160b (ii), E160c), aromas). Pode conter soja e produtos derivados. DEC",522.0,30.0,3.1,57.0,2.2,3.3,5.0,2.0,0.8,2025-05-13T23:19:56.808339,100.0,g
Mousse de pato Hacendado,Bandeja 100 g,1.9,Mousse de pato,8480000521675,"De Spiegeleire, Hacendado",100 g,e,unknown,4.0,"92% Paté: gordura de porco, 20% figado de pato, 15% carne de porco, 10% figado de frango, gordura de palo, leite, ovo, acidificante: E262, E325; açucar, sal nitrificado (sal, conservante: E250), farinha de arroz, Conhaque, Madelra, especiarias (mostarda), colagénio de porco, aroma natural, puré de tomate, antioxidante: E300, F330; dextrose, 8% Decoração: gordura de pato, corante E161b. Pode conter frutos de casca rija.",482.0,47.0,16.0,3.5,1.7,,9.9,2.0,0.8,2025-05-14T01:43:51.022867,100.0,g
Picos reventaos Hacendado,Paquete 250 g,0.99,Pico reventao con aceite de oliva virgen extra 4%,8480000822703,Hacendado,250 g,d,a,,"Fab icado por: ANITI EREZ, S.L.U Pa ue Empresarial Oeste AV de Rota, s/n Jerez de la Frontera (Cádiz) España RGSEAA 20.40079/CA COLINES CON ACEITE DE OLIVA VIRGEN EXTRA 4%  Harina de TRIGO (GLUTENaceite de oliva virgen extra (4%), sal, levaduraagente de tratamiento de la harina: ácido ascórbico. Puede centener trazas de S0JA MOSTAZA. CONSERVACIÓN Una vez abierto para apreciar mej SUs cualidages se recomienda consumir a 6dias. Conservar en lugar fresco y No exponer a la luz solar PESO 1es de",396.0,5.6999998092651,0.89999997615814,73.099998474121,2.5999999046326,4.2,11.199999809265,2.0,0.8,2025-05-13T21:09:57.256065,250.0,g
Aceitunas negras en rodajas Hacendado,4 botes x 37 g,2.0,Aceitunas negras en rodajas,8480000865939,Hacendado,,d,a,3.0,"Agua, aceitunas, sal,  gluconato ferroso.",125.0,13.0,2.3,0.0,0.0,,0.5,2.0,0.8,2025-05-13T23:29:16.851565,37.0,g
Picos sin gluten Hacendado,Paquete 100 g,1.42,Piquitos de pan sin gluten,8480000134509,Hacendado,100g,d,b,4.0,"Almidón de maíz, harina de arroz, aceite de girasol alto oleico (3,1%), levadura, fécula de patata, jarabe de azúcar invertido, estabilizantes (hidroxipropilmetilcelulosa, goma xantana, goma guar), azúcar, sal,",392.0,3.5,0.40000000596046,86.0,2.0,2.3,2.9,2.03,0.812,2025-05-13T21:07:53.197134,100.0,g
Bacon Hacendado cintas,2 paquetes x 125 g,2.3,Bacon cintas,8480000590664,Hacendado,250 g,unknown,unknown,4.0,"pork belly, salt, dextrose, stabilizer e451i, antioxidant e301, spice extract, preservative e250,",299.0,25.0,9.9,0.5,,,16.6,2.065,0.826,2025-05-14T01:33:37.362452,125.0,g
Trenza con nueces 4%,Pieza 80 g,0.9,Trenza hojaldre rellena de crema con nueces pacan,105701014062699,,,unknown,unknown,,,455.0,31.0,12.0,38.0,14.0,2.1,5.0,2.1,0.84,2025-05-13T20:43:17.681037,80.0,g
Mini tostadas de trigo Minigrill extra finas,Caja 100 g,1.32,Mini tostadas de trigo extra finas,5601560111905,"Diatosta, Minigrill",100 g,d,b,4.0,"Harina de _trigo_ (94%), levadura, sal, malta (_cebada_), emulgente: E481, lecitina de _soja_, antioxidante: ácido ascórbico,",384.0,2.4,1.3,76.9,3.2,3.9,11.8,2.1,0.84,2025-05-13T21:13:05.797763,100.0,g
Crackers sin gluten Hacendado con romero,Paquete 6 bolsitas (200 g),1.7,Crackers sin gluten con romero,8008910231271,"Delser, Hacendado",200 g,d,b,4.0,"for people with gluten intolerance, ingredients: starch, potato starch, rice flour, corn flour, sunflower oil 7%, egg, sea salt 2,2%, extra virgin olive oil, thickener: guar gum, emulsifier: mono - and diglycerides of fatty acids, sugar, modified starch of tapioca, acidity corrector: sodium bicarbonate, flavourings, yeast, rosemary 0,1%, as gasificante: ammoniun bicarbonate, antioxidant: rosemary extract, may contain traces of:   soy, milk, store in cool and dry place ,",443.0,13.0,2.3,78.0,1.5,,2.5,2.1,0.84,2025-05-13T21:13:12.225983,200.0,g
Aceitunas verdes campo real Guerra,"Cubo 1,1 kg (700 g escurrido)",3.55,Aceitunas manzanilla de Campo Real sin hueso envase 700 g,8412749008100,"Aceitunas Guerra, Guerra","1.400 g (neto), 700 g (escurrido)",d,a,3.0,"Aceituna sin hueso cacereña, agua, sal, conservantes: sorbato de potasio (E-202) y benzoato de sodio (E-211), acidulante: ácido cítrico (E-330), antioxidante: ácido ascórbico (E-300) y esencias de ajo y comino.",125.0,12.0,2.1,1.3,0.5,4.0,1.0,2.1,0.84,2025-05-13T23:29:43.692939,1000.0,g
Salsa Light Hacendado,Tarro 500 ml,1.2,Salsa light,8480000157942,Hacendado,460 ml,d,d,4.0,"Agua, Aceite de soja, Jarabe de glucosa y fructosa, Yema de huevo pasteurizada, Almidón modificado de maíz, Vinagre de uva, Sal, Zumo de limón concentrado, Aroma, Conservador (Sorbato potásico), Colorantes (Β-caroteno, Extracto de pimentón), Antioxidante (E385)",294.0,31.0,4.8,6.5,3.5,,0.7,2.1,0.84,2025-05-13T22:59:31.644897,500.0,ml
Salsa Light Hacendado,Bote 490 ml,1.4,Salsa light,8480000157942,Hacendado,460 ml,d,d,4.0,"Agua, Aceite de soja, Jarabe de glucosa y fructosa, Yema de huevo pasteurizada, Almidón modificado de maíz, Vinagre de uva, Sal, Zumo de limón concentrado, Aroma, Conservador (Sorbato potásico), Colorantes (Β-caroteno, Extracto de pimentón), Antioxidante (E385)",294.0,31.0,4.8,6.5,3.5,,0.7,2.1,0.84,2025-05-13T22:59:18.524856,490.0,ml
Pollo asado Hacendado,"Paquete 1,2 kg aprox.",6.24,Paté Pollo Asado,8480000235961,Hacendado,160 g,d,unknown,4.0,"Frango (40%), óleo de girassol, puré de batata, leite desnatado, sal, proteina de soja, xarope de glucose, dextrose, estabilizadores (carragenina, trifosfato pentassódico), especiarias, aromas, extrato de especiarias, antioxidante (ascorbato de sódio), conservante (nitrito de sódio).",213.0,13.9,1.7,9.9,1.7,,12.0,2.1,0.84,2025-05-13T21:19:35.657913,2000.0,g
Maxi york Hacendado finas lonchas,Paquete 500 g,2.4,Maxi york finas lonchas,8480000567352,Hacendado,500 g,d,f,,,102.0,3.2,1.1,7.1,1.0,,11.3,2.1,0.84,2025-05-14T01:38:03.350599,500.0,g
Maxi york Hacendado,Pieza 2 kg,6.24,Maxi York,8480000592231,Hacendado,2 kg,d,f,,,102.0,3.2,1.1,7.1,1.0,,11.3,2.1,0.84,2025-05-14T01:40:18.718397,2000.0,g
Jamon cocido jugoso Hacendado,Paquete 225 g,1.8,Jamón jugoso cocido en su jugo,8480000592330,Hacendado,225 g,d,f,4.0,"jamón (75%), agua, sal, dextrosa, azúcar; estabilizantes: E-451i, E407; antioxidantes: ascorbato sódico, E-331; aromas, especias; conservador: nitrito sódico.",99.0,2.7,1.0,1.4,1.4,,17.2,2.1,0.84,2025-05-14T01:39:53.471968,225.0,g
Mortadela Hacendado,Pieza 900 g,3.6,Mortadela con aceitunas,8480000593351,Hacendado,,e,f,4.0,"pork 55%, water, olives 16%, starch, salt, soy protein, flavorings, spices, stabilizer e451i, stabilizer e407, antioxidant e301, coloring e120, preservative e250,",244.0,20.0,6.7,5.6,0.7,,10.5,2.1,0.84,2025-05-14T01:41:09.738665,900.0,g
Picos Hacendado,Paquete 250 g,0.8,PICOS 100% integrales,8480000862150,Hacendado,250 g,c,b,3.0,"Harina integral de trigo (glutten) (86%), levadura, aceite de girasol alto oleico, sal y agente de tratamiento de la harina: acido ascorbico.
Puede contener trazas de cacahuetes, soja, dervivados lacteos, mostaza y sesamo",379.0,6.4,0.8,60.9,3.1,11.0,14.0,2.1,0.84,2025-05-13T21:07:06.494535,250.0,g
Picos 100% integrales Hacendado,Paquete 250 g,0.8,PICOS 100% integrales,8480000862150,Hacendado,250 g,c,b,3.0,"Harina integral de trigo (glutten) (86%), levadura, aceite de girasol alto oleico, sal y agente de tratamiento de la harina: acido ascorbico.
Puede contener trazas de cacahuetes, soja, dervivados lacteos, mostaza y sesamo",379.0,6.4,0.8,60.9,3.1,11.0,14.0,2.1,0.84,2025-05-13T21:07:19.825535,250.0,g
Fiambre de magro de cerdo adobado,Paquete 370 g,2.68,Fiambre de magro adobado de cerdo,2302835003392,mercadona,,d,unknown,,,104.0,3.0,1.0,7.1,0.6,,12.2,2.2,0.88,2025-05-14T01:21:38.392372,370.0,g
Chuletas de cerdo sajonia,Bandeja 290 g aprox.,2.73,Chuletas de cerdo sajonia,2304571002622,mercadona,,d,unknown,4.0,"Chuletero cerdo (87%), agua, sal, azúcar, aromas, estabilizantes (E-451, E-407), antioxidante (E-316), conservador (E-250).",135.0,6.5,2.3,1.5,1.3,,17.5,2.2,0.88,2025-05-14T01:20:41.396439,290.0,g
Queso semicurado de oveja Hacendado,Pieza 280 g aprox.,3.9,queso semicurado de oveja,2350945008332,Hacendado,,unknown,unknown,,,417.0,35.0,23.0,1.5,0.5,,24.0,2.2,0.88,2025-05-14T01:54:57.528403,280.0,g
Cerdo a tacos,Bandeja 560 g aprox.,3.22,Taco de bacon Delicalo,24017794,Delicato,300 g,e,unknown,4.0,"Panceta de cerdo (93% ), sal, conservadores (lactato potásico, etil lauroil arginato, nitrito sódico), estabilizantes (trifosfatos, difosfatos) dextrosa, jarabe de glucosa, antioxidantes (citratos de sodio, ascorbato sódico), aromas, extracto de especias",291.0,25.0,8.7,1.5,1.3,,15.0,2.2,0.88,2025-05-14T01:19:37.581419,560.0,g
Steak Tartar de vacuno marinado,Bandeja 200 g,5.5,Steak tartar de vacuno joven dos primaveras marinado,8436548720063,,,unknown,unknown,,,94.0,2.0,0.8,0.3,0.3,,18.9,2.2,0.88,2025-05-14T01:29:40.270953,200.0,g
Fideos orientales sabor pollo Hacendado,Paquete 65 g,0.65,Fideos orientales sabor pollo,8480000087287,Hacendado,80 g,d,c,4.0,"noodles 81,3% (wheat flour, palm oil, salt, flavor enhancer (e621), flour treatment agents (e500, e451), antioxidant (e306), acidity corrector (citric acid)), liquid seasoning 16,9% (soy sauce (water, soya beans, salt, wheat), sugar, dextrose, rapeseed oil, flavor enhancers (e621, e635), onion powder, hydrolyzed vegetable protein,  coloring (natural caramel, paprika extract), chicken fat, modified starch, chicken aroma (0,4%),  flavourings), carrot, scallion,",235.0,10.7,5.3,28.7,4.0,,4.9,2.2,0.88,2025-05-13T21:27:57.981246,65.0,g
Picos camperos de Jerez Hacendado,Paquete 250 g,0.99,Picos camperos de jerez,8480000679536,Hacendado,250gr,d,unknown,3.0,"Harina de trigo (Gluten), Sal, -",394.0,2.3,0.4,79.9,2.9,3.6,11.5,2.2,0.88,2025-05-13T21:07:00.265087,250.0,g
Galletas saladas salpicks Galbusera,Paquete 16 bolsitas (400 g),1.9,"Salpicks, galletas saladas",8002190020204,Galbusera,400 g,e,b,4.0,"Harina de trigo, aceites vegetales (coco, maíz), azúcar, almidón de trigo, jarabe de glucosa - fructosa, gasificantes (bicarbonato de amonio, fosfato monocultivo, bicarbonato de sodio), sal, extracto de malta de cebada y maíz,",471.0,19.5,10.3,64.5,7.0,2.5,8.0,2.25,0.9,2025-05-13T21:10:49.042689,400.0,g
Aceitunas verdes rellenas de jalapeño Hacendado,Bote 350 g (150 g escurrido),1.75,Aceitunas verdes rellenas de jalapeño,8480000331786,Hacendado,350 g,d,a,4.0,"Aceitunas verdes aderezadas, relleno de jalapeño 6% (jalapeño, estabilizador (goma xantana)), sal, potenciadores del sabor (E621, E635), acidulante (ácido cítrico), antioxidante (ácido ascórbico), estabilizador (cloruro de calcio).",154.0,15.5,3.06,1.1,0.5,,1.2,2.26,0.904,2025-05-13T23:27:46.558321,350.0,g
Queso viejo gouda Hacendado,Pieza 250 g,3.91,Queso Gouda Viejo / Curado / Añejo,8480000505330,Hacendado,250 g,e,d,,,418.0,33.9,20.7,0.0,0.0,0.0,28.2,2.26,0.904,2025-05-14T01:57:10.668935,250.0,g
Tortillas de maiz Hacendado,Paquete 8 ud. (208 g),1.84,Tortilla Maiz,8402001019623,Hacendado,,d,unknown,4.0,"Harina de maíz (49%), agua, estabilizantes (glicerina, goma guar, goma xantana, goma de celulosa), sal, aceite de girasol alto oleico, conservadores (É 282, E 202), corrector de acidez (E 296). PFarinha de milho (49%), água, estabilizadores (glicerol, goma de guar, goma xantana, goma de celulose), sal, óleo de girassol com alto teor em ácido oleico, conser - vantes (Ĕ 282, E 202), regulador de acidez (E296). 100 q 26a",227.0,3.08,0.385,46.2,9.62,,3.46,2.27,0.908,2025-05-13T21:00:22.242832,208.0,g
Filetes lomo de cerdo adobado familiar,Bandeja 900 g aprox.,6.08,Filete de lomo adobado familiar,2400032008001,dia,,d,unknown,4.0,"Lomo de cerdo, agua, sal, antioxidante E325, extracto de especias, emulgentes E451i, E450ii, E452i, gelificante E407, corrector de acidez E331iii, antioxidante E301, proteina de cerdo, conservadores: E262, E250, dextrosa, azúcar, pimentón y especias.",111.0,3.9,1.6,0.0,0.0,,19.1,2.3,0.92,2025-05-14T01:21:06.434253,900.0,g
Boquerones aliñados Hacendado,Bandeja 80 g (60 g escurrido),1.7,Boquerones aliñados,8402001013553,Hacendado,80 g,d,c,3.0,"Boquerones (pescado) (Engraulis encrasicolus), mezcla de aceites (aceite de girasol (19,4%) y aceite de oliva virgen extra (4,9%)), vinagre de vino (2%), sal, ajo (0,4%) y perejil (0,4%). Puede contener trazas de crustáceos y/o moluscos.",280.0,23.4,4.0,0.0,0.0,,16.4,2.3,0.92,2025-05-13T20:40:05.941980,80.0,g
Sticks vegetales Hacendado,Paquete 100 g,1.2,Sticks Vegetales,8402001014512,Hacendado,100 g,e,unknown,4.0,"E 49% fécula de patata, 30% harina de patata, aceite de girasol, 2% tomate concentrado, sal, almidón de maíz, aroma natural, 0,9% espinaca en polvo, azúcar de caña, 0,08% cúrcuma, 0,03% remolacha en polvo.",490.0,23.6,2.5,65.6,2.3,1.8,3.3,2.3,0.92,2025-05-13T23:21:23.696974,100.0,g
Banderillas dulces Hacendado,Tarro 345 g (160 g escurrido),1.7,Banderillas dulces,8480000221544,Hacendado,345 g,c,unknown,4.0,"Pepinillo, vinagre de vino, cebollita, aceituna verde, pimiento rojo, sal, potenciador del sabor (glutamato monosódico), acidulante (ácido cítrico), antioxidante (ácido ascórbico), conservador (_metabisulfito sódico_).",48.0,3.4,0.7,2.8,1.0,1.1,1.0,2.3,0.92,2025-05-13T23:26:33.388560,345.0,g
Ajos aliñados Hacendado,Tarro 345 g (235 g escurrido),2.6,Ajos aliñados,8480000330222,Hacendado,345 g,c,a-plus,3.0,"Ajo, vinagre de vino, sal, especias 0,9% (orégano, estragón),",36.0,0.7,0.1,4.7,0.0,0.5,2.7,2.3,0.92,2025-05-13T23:29:37.328245,345.0,g
Patatas light Hacendado,Paquete 150 g,1.3,Patatas light,8480000334176,Hacendado,150 g,d,b,3.0,"Patata deshidratada y almidón de patata (sulfitos), aceite de girasol (19%) y sal.",459.0,19.0,2.5,65.0,1.0,4.3,4.8,2.3,0.92,2025-05-13T23:19:11.830484,150.0,g
Queso roquefort  de oveja Hacendado,Pieza 100 g,1.9,Pate roquefort,8480000523389,Hacendado,,e,e,,,295.0,27.3,10.6,1.0,1.0,,11.2,2.3,0.92,2025-05-14T01:49:46.546993,100.0,g
Mortadela italiana Hacendado finas lonchas,Paquete 150 g,1.75,Mortadela Italiana Finas Lonchas,8480000593436,Hacendado,150 g,e,f,4.0,"Carne de cerdo 96,8 %, sal, aromas, especias, antioxidante (ascorbato sódico), conservante (nitrito sódico).",318.0,28.0,9.3,0.5,0.0,,16.0,2.3,0.92,2025-05-14T01:40:37.625412,150.0,g
Picos saladitos Hacendado,Paquete 250 g,1.13,Picos saladitos,8480000820303,Hacendado,250 g,d,a,4.0,"Harina de _trigo_, aceite de girasol alto oleico, levadura, sal (4% ), aceite de oliva virgen extra, azúcar, mejorante panario (harina de _trigo_, antiaglomerante E-170i, emulgente E-472e, antloxidante E-300 y enzimas), harina de malta (_cebada_) y gluten de _trigo_.",449.0,15.5,1.5,65.6,3.4,2.1,10.5,2.3,0.92,2025-05-13T21:07:28.995453,250.0,g
Piquitos con salvado San Roque,Paquete 142 g,0.9,Piquitos San Roque con salvado,8437006994002,Piquitos San Roque,,d,b,4.0,"Harina de trigo, agua, salvado de trigo(%), margarina vegetal [aceites vegetales (glasoly soja en proporción variable), grasas vegetale parcialmente hidrogenadas (palma en proporcion variable), aqua, sal, aromas], sal, (vadura y meiorante panario [emulgente (E-472e), agente de tratamiento de la harina (E-300), harina de malta (cebada), dextrosa harina de trigo, harina de centeno, enzimas de panificación (trigo),",378.0,3.4,1.2,72.4,2.4,5.7,11.5,2.4,0.96,2025-05-13T21:07:12.796953,142.0,g
Chopped cocido en lata Hacendado finas lonchas,Paquete 150 g,1.71,"Chopped cocido en lata, finas lonchas",8480000593405,hacendado,150 g,e,unknown,4.0,"Carne de cerdo (80%), agua, almidón, sal, estabilizantes (sorbitol, tripolifosfato sódico), aromas, antioxidantes (eritorbato sódico, citrato trisódico), extracto de levadura y conservador (nitrito sódico). Puede contener trazas de soja.",185.0,13.0,5.4000000953674,6.0,0.0,,12.0,2.4000000953674,0.96,2025-05-14T01:40:50.945865,150.0,g
Picatostes fritos Hacendado,Paquete 100 g,0.8,Picatostes fritos sabor a ajo,8480000827876,hacendado,,e,d,,,498.0,24.8,2.5,59.0,1.9,,8.6,2.43,0.972,2025-05-13T21:08:02.639808,100.0,g
Pinchos de cerdo sin varilla,Bandeja 510 g aprox.,4.05,Pinchos de cerdo sin varilla,2302839003602,mercadona,,d,unknown,,,103.0,2.7,1.0,2.0,0.5,,17.7,2.45,0.98,2025-05-14T01:22:37.060953,510.0,g
Preparado de carne picada pollo,Bandeja 500 g,3.55,Burger meat de pollo y pavo con espinacas,20581398,Lidl,,d,unknown,4.0,"53% carne de pollo, 20 % espinacas, 13% carne de pavo, 5% agua, maíz extrusionado, sal, fécula de patata, dextrosa, azúcar, antioxidante: ascorbato sódico; corrector de acidez: citratos de sodio; conservadores: sulfito de sodio, acetatos de sodio; especias, colorante: cochinilla; fibra y almidón de guisante",122.0,5.0,1.9,6.3,0.9,,12.9,2.49,0.996,2025-05-13T22:43:26.722096,500.0,g
Burger de pavo y espinacas,Bandeja 2 ud. (240 g),2.2,Burger meat de pollo y pavo con espinacas,20581398,Lidl,,d,unknown,4.0,"53% carne de pollo, 20 % espinacas, 13% carne de pavo, 5% agua, maíz extrusionado, sal, fécula de patata, dextrosa, azúcar, antioxidante: ascorbato sódico; corrector de acidez: citratos de sodio; conservadores: sulfito de sodio, acetatos de sodio; especias, colorante: cochinilla; fibra y almidón de guisante",122.0,5.0,1.9,6.3,0.9,,12.9,2.49,0.996,2025-05-14T01:25:42.878950,240.0,g
Burger de pollo,Bandeja 6 ud. (540 g),3.8,Burger meat de pollo y pavo con espinacas,20581398,Lidl,,d,unknown,4.0,"53% carne de pollo, 20 % espinacas, 13% carne de pavo, 5% agua, maíz extrusionado, sal, fécula de patata, dextrosa, azúcar, antioxidante: ascorbato sódico; corrector de acidez: citratos de sodio; conservadores: sulfito de sodio, acetatos de sodio; especias, colorante: cochinilla; fibra y almidón de guisante",122.0,5.0,1.9,6.3,0.9,,12.9,2.49,0.996,2025-05-14T01:22:24.048510,540.0,g
Fiambre de pechuga de pavo adobada,Bandeja 370 g,3.51,Fiambre de pechuga de pavo adobada,2004060009605,,,unknown,unknown,,,73.0,0.5,0.2,4.0,0.5,,13.0,2.5,1.0,2025-05-14T01:37:43.372209,370.0,g
Bacon adobado La Alegria curado,Pieza 270 g aprox.,3.06,Bacon adobado curado,2359103002151,la alegria,,unknown,unknown,,,264.0,22.0,7.3,3.3,0.3,,11.9,2.5,1.0,2025-05-14T01:36:17.006033,270.0,g
Bacon adobado curado La Alegria,Paquete 150 g,2.45,Bacon adobado curado,2359103002151,la alegria,,unknown,unknown,,,264.0,22.0,7.3,3.3,0.3,,11.9,2.5,1.0,2025-05-14T01:36:10.567714,150.0,g
Bacalao ahumado Hacendado en aceite de girasol,Bandeja 110 g (80 g escurrido),3.45,Bacalao ahumado en aceite de girasol,8402001000607,Hacendado,110 g,d,f,3.0,"Bacalao (pescado) (Gadus morhua) (70%), aceite de girasol (27%), sal y vinagre.",253.0,20.0,3.1,0.9,0.5,,17.0,2.5,1.0,2025-05-13T20:39:14.186780,110.0,g
Macarron Hacendado,Paquete 1 kg,1.2,Macarrón,8480000062505,Hacendado,1 kg,d,b,1.0,"durum wheat grits,",361.0,1.5,0.3,72.0,3.6,3.5,13.0,2.5,1.0,2025-05-13T23:36:35.004653,1000.0,g
